NoName[Time]	STAT5[Concentration]	STAT5p[Concentration]	STAT5p2c[Concentration]	data1[Concentration]	data2[Concentration]	frac_v1[Concentration]	frac_v2[Concentration]	frac_v4[Concentration]	STAT5p2n[Concentration]	frac_v3[Concentration]	Cytoplasm[Volume]	Nucleus[Volume]	r1[Value]	r3[Value]	r4[Value]	D[Value]	tao[Value]	r4_0[Value]	v1_0[Value]	smooth_D[Value]	smooth_D_slope[Value]	smooth_D_offset[Value]
3	-1.62588e-011	0.14834	0.0182158	0.184772	0.184772	-1.36628e-011	0.124656	0.844729	0.502614	0.0306147	1	1	0.5	2	0	4	6	1.35	1.19	4	1	1
4	4.49809e-013	0.1144	0.00922144	0.132843	0.132843	3.77991e-013	0.0961346	0.888367	0.528578	0.0154982	1	1	0.5	2	0	5	6	1.35	1.19	5	1	1
5	7.39527e-014	0.093099	0.00556187	0.104223	0.104223	6.21451e-014	0.0782345	0.912418	0.542889	0.00934768	1	1	0.5	2	0	6	6	1.35	1.19	6	1	1
6	-1.28091e-013	0.0784852	0.00374581	0.0859769	0.0859769	-1.0764e-013	0.065954	0.927751	0.552012	0.00629548	1	1	0.5	2	0	7	6	1.35	1.19	7	1	1
7	7.48362e-014	0.0678369	0.00270525	0.0732474	0.0732474	6.28875e-014	0.0570058	0.938448	0.558376	0.00454664	1	1	0.5	2	0	8	6	1.35	1.19	8	1	1
8	4.75563e-014	0.0597327	0.00204909	0.0638309	0.0638309	3.99632e-014	0.0501955	0.946361	0.563085	0.00344384	1	1	0.5	2	0	9	6	1.35	1.19	9	1	1
9	1.5854e-012	0.0533582	0.00160713	0.0565725	0.0565725	1.33227e-012	0.0448389	0.95246	0.566714	0.00270106	1	1	0.5	2	0	10	6	1.35	1.19	10	1	1
10	-4.92249e-013	0.0482131	0.00129476	0.0508026	0.0508026	-4.13655e-013	0.0405152	0.957309	0.569599	0.00217607	1	1	0.5	2	0	11	6	1.35	1.19	11	1	1
11	1.09076e-017	0.043973	0.00106563	0.0461042	0.0461042	9.16606e-018	0.0369521	0.961257	0.571948	0.00179098	1	1	0.5	2	0	12	6	1.35	1.19	12	1	1
12	-1.7264e-018	0.0404183	0.000892503	0.0422033	0.0422033	-1.45076e-018	0.033965	0.964535	0.573898	0.00150001	1	1	0.5	2	0	13	6	1.35	1.19	13	1	1
13	-3.27705e-019	0.0373954	0.000758462	0.0389123	0.0389123	-2.75383e-019	0.0314247	0.967301	0.575544	0.00127473	1	1	0.5	2	0	14	6	1.35	1.19	14	1	1
14	-5.99502e-019	0.0347932	0.000652548	0.0360983	0.0360983	-5.03784e-019	0.029238	0.969665	0.576951	0.00109672	1	1	0.5	2	0	15	6	1.35	1.19	15	1	1
15	2.2141e-018	0.0325296	0.000567395	0.0336644	0.0336644	1.86059e-018	0.0273358	0.971711	0.578168	0.000953605	1	1	0.5	2	0	16	6	1.35	1.19	16	1	1
16	1.66614e-016	0.0305425	0.000497904	0.0315383	0.0315383	1.40011e-016	0.025666	0.973497	0.579231	0.000836813	1	1	0.5	2	0	17	6	1.35	1.19	17	1	1
17	-1.53703e-014	0.0287842	0.000440453	0.0296651	0.0296651	-1.29162e-014	0.0241884	0.975071	0.580167	0.000740257	1	1	0.5	2	0	18	6	1.35	1.19	18	1	1
18	2.23767e-012	0.0272174	0.00039241	0.0280022	0.0280022	1.8804e-012	0.0228717	0.976469	0.580999	0.000659512	1	1	0.5	2	0	19	6	1.35	1.19	19	1	1
19	1.48927e-012	0.0258123	0.000351826	0.0265159	0.0265159	1.25149e-012	0.021691	0.977718	0.581742	0.000591303	1	1	0.5	2	0	20	6	1.35	1.19	20	1	1
20	-2.70912e-011	0.0245452	0.000317231	0.0251796	0.0251796	-2.27657e-011	0.0206262	0.978841	0.58241	0.000533162	1	1	0.5	2	0	21	6	1.35	1.19	21	1	1
21	2.4681e-010	0.0233966	0.000287503	0.0239716	0.0239716	2.07403e-010	0.019661	0.979856	0.583014	0.000483198	1	1	0.5	2	0	22	6	1.35	1.19	22	1	1
22	1.744e-011	0.0223507	0.000261768	0.0228743	0.0228743	1.46555e-011	0.0187821	0.980778	0.583563	0.000439946	1	1	0.5	2	0	23	6	1.35	1.19	23	1	1
23	-8.83477e-011	0.0213944	0.000239341	0.0218731	0.0218731	-7.42418e-011	0.0179785	0.981619	0.584063	0.000402254	1	1	0.5	2	0	24	6	1.35	1.19	24	1	1
24	1.18414e-010	0.0205165	0.00021968	0.0209559	0.0209559	9.95077e-011	0.0172408	0.98239	0.584522	0.00036921	1	1	0.5	2	0	25	6	1.35	1.19	25	1	1
25	-1.16299e-013	0.0197078	0.000202346	0.0201125	0.0201125	-9.77299e-014	0.0165612	0.983099	0.584944	0.000340078	1	1	0.5	2	0	26	6	1.35	1.19	26	1	1
26	-4.39103e-015	0.0189605	0.000186987	0.0193345	0.0193345	-3.68995e-015	0.0159332	0.983753	0.585333	0.000314264	1	1	0.5	2	0	27	6	1.35	1.19	27	1	1
27	-2.18362e-014	0.0182678	0.000173313	0.0186144	0.0186144	-1.83497e-014	0.0153511	0.984358	0.585693	0.000291282	1	1	0.5	2	0	28	6	1.35	1.19	28	1	1
28	4.5554e-014	0.0176239	0.000161086	0.017946	0.017946	3.82806e-014	0.01481	0.984919	0.586027	0.000270733	1	1	0.5	2	0	29	6	1.35	1.19	29	1	1
29	4.50341e-014	0.0170238	0.00015011	0.017324	0.017324	3.78438e-014	0.0143057	0.985442	0.586338	0.000252285	1	1	0.5	2	0	30	6	1.35	1.19	30	1	1
30	9.87175e-014	0.0164633	0.000140218	0.0167437	0.0167437	8.29559e-014	0.0138347	0.98593	0.586628	0.000235661	1	1	0.5	2	0	31	6	1.35	1.19	31	1	1
31	2.05658e-013	0.0159385	0.000131274	0.016201	0.016201	1.72822e-013	0.0133937	0.986386	0.586899	0.000220628	1	1	0.5	2	0	32	6	1.35	1.19	32	1	1
32	1.10187e-012	0.0154461	0.000123158	0.0156924	0.0156924	9.25941e-013	0.0129799	0.986813	0.587154	0.000206989	1	1	0.5	2	0	33	6	1.35	1.19	33	1	1
33	-1.46627e-012	0.0149832	0.000115773	0.0152148	0.0152148	-1.23216e-012	0.012591	0.987214	0.587393	0.000194577	1	1	0.5	2	0	34	6	1.35	1.19	34	1	1
34	-5.90139e-013	0.0145473	0.000109033	0.0147654	0.0147654	-4.95915e-013	0.0122246	0.987592	0.587617	0.00018325	1	1	0.5	2	0	35	6	1.35	1.19	35	1	1
35	-3.95943e-013	0.014136	0.000102866	0.0143418	0.0143418	-3.32725e-013	0.011879	0.987948	0.587829	0.000172883	1	1	0.5	2	0	36	6	1.35	1.19	36	1	1
36	-1.20897e-012	0.0137474	9.72066e-005	0.0139418	0.0139418	-1.01594e-012	0.0115524	0.988284	0.588029	0.000163372	1	1	0.5	2	0	37	6	1.35	1.19	37	1	1
37	-8.20623e-012	0.0133795	9.20022e-005	0.0135635	0.0135635	-6.89599e-012	0.0112433	0.988602	0.588218	0.000154626	1	1	0.5	2	0	38	6	1.35	1.19	38	1	1
38	6.89727e-011	0.0130308	8.72049e-005	0.0132052	0.0132052	5.79602e-011	0.0109503	0.988903	0.588397	0.000146563	1	1	0.5	2	0	39	6	1.35	1.19	39	1	1
39	-1.99921e-010	0.0126998	8.27734e-005	0.0128654	0.0128654	-1.68001e-010	0.0106721	0.989189	0.588567	0.000139115	1	1	0.5	2	0	40	6	1.35	1.19	40	1	1
40	3.69227e-010	0.0123852	7.86713e-005	0.0125426	0.0125426	3.10275e-010	0.0104078	0.98946	0.588729	0.000132221	1	1	0.5	2	0	41	6	1.35	1.19	41	1	1
41	-1.08869e-012	0.0120859	7.48668e-005	0.0122356	0.0122356	-9.14869e-013	0.0101562	0.989718	0.588882	0.000125827	1	1	0.5	2	0	42	6	1.35	1.19	42	1	1
42	5.27268e-014	0.0118006	7.13319e-005	0.0119433	0.0119433	4.43083e-014	0.0099165	0.989964	0.589028	0.000119886	1	1	0.5	2	0	43	6	1.35	1.19	43	1	1
43	5.12269e-015	0.0115285	6.80415e-005	0.0116646	0.0116646	4.30478e-015	0.00968785	0.990198	0.589168	0.000114355	1	1	0.5	2	0	44	6	1.35	1.19	44	1	1
44	3.09094e-013	0.0112687	6.49737e-005	0.0113987	0.0113987	2.59743e-013	0.00946951	0.990421	0.589301	0.000109199	1	1	0.5	2	0	45	6	1.35	1.19	45	1	1
45	-4.80117e-013	0.0110204	6.21088e-005	0.0111446	0.0111446	-4.0346e-013	0.0092608	0.990635	0.589428	0.000104385	1	1	0.5	2	0	46	6	1.35	1.19	46	1	1
46	2.00634e-013	0.0107827	5.94293e-005	0.0109016	0.0109016	1.686e-013	0.00906109	0.990839	0.589549	9.98812e-005	1	1	0.5	2	0	47	6	1.35	1.19	47	1	1
47	-1.79541e-013	0.0105551	5.69196e-005	0.0106689	0.0106689	-1.50875e-013	0.0088698	0.991035	0.589666	9.56631e-005	1	1	0.5	2	0	48	6	1.35	1.19	48	1	1
48	3.03795e-014	0.0103369	5.45655e-005	0.010446	0.010446	2.5529e-014	0.00868643	0.991222	0.589777	9.17068e-005	1	1	0.5	2	0	49	6	1.35	1.19	49	1	1
49	-5.1519e-015	0.0101275	5.23546e-005	0.0102322	0.0102322	-4.32933e-015	0.00851049	0.991402	0.589884	8.79909e-005	1	1	0.5	2	0	50	6	1.35	1.19	50	1	1
50	-1.11589e-013	0.00992642	5.02754e-005	0.010027	0.010027	-9.37719e-014	0.00834153	0.991574	0.589987	8.44964e-005	1	1	0.5	2	0	51	6	1.35	1.19	51	1	1
51	-7.08185e-013	0.00973319	4.83176e-005	0.00982983	0.00982983	-5.95114e-013	0.00817915	0.99174	0.590085	8.12061e-005	1	1	0.5	2	0	52	6	1.35	1.19	52	1	1
52	-2.36151e-013	0.00954734	4.6472e-005	0.00964028	0.00964028	-1.98446e-013	0.00802297	0.991899	0.59018	7.81043e-005	1	1	0.5	2	0	53	6	1.35	1.19	53	1	1
53	-4.76512e-013	0.00936845	4.47302e-005	0.00945791	0.00945791	-4.00431e-013	0.00787265	0.992052	0.590271	7.51769e-005	1	1	0.5	2	0	54	6	1.35	1.19	54	1	1
54	-7.41269e-012	0.00919614	4.30845e-005	0.00928231	0.00928231	-6.22915e-012	0.00772785	0.9922	0.590359	7.2411e-005	1	1	0.5	2	0	55	6	1.35	1.19	55	1	1
55	-9.47203e-011	0.00903006	4.1528e-005	0.00911312	0.00911312	-7.95969e-011	0.00758829	0.992342	0.590443	6.9795e-005	1	1	0.5	2	0	56	6	1.35	1.19	56	1	1
56	4.04373e-011	0.00886987	4.00544e-005	0.00894998	0.00894998	3.39809e-011	0.00745367	0.992479	0.590525	6.73183e-005	1	1	0.5	2	0	57	6	1.35	1.19	57	1	1
57	-7.92549e-013	0.00871526	3.86578e-005	0.00879258	0.00879258	-6.66007e-013	0.00732375	0.992611	0.590604	6.49711e-005	1	1	0.5	2	0	58	6	1.35	1.19	58	1	1
58	9.35029e-012	0.00856596	3.73331e-005	0.00864062	0.00864062	7.85738e-012	0.00719828	0.992739	0.59068	6.27446e-005	1	1	0.5	2	0	59	6	1.35	1.19	59	1	1
59	7.04716e-011	0.00842168	3.60752e-005	0.00849383	0.00849383	5.92199e-011	0.00707704	0.992862	0.590753	6.06307e-005	1	1	0.5	2	0	60	6	1.35	1.19	60	1	1
60	-1.58924e-010	0.00828218	3.48799e-005	0.00835194	0.00835194	-1.3355e-010	0.00695981	0.992982	0.590824	5.86218e-005	1	1	0.5	2	0	61	6	1.35	1.19	61	1	1
Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Compartments[Cytoplasm].Volume	Compartments[Nucleus].Volume	Values[r1]	Values[r3]	Values[r4]	Values[D]	Values[tao]	Values[r4_0]	Values[v1_0]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
0	1.19	0	0	0	1.19	1	0	0	0	0	1	1	0.5	2	0	1	6	1.35	1.19	1	1	1
0.06	0.186365	0.947931	0.0268184	1.00157	1.18793	0.156609	0.796581	0.00173674	0.00103336	0.0450729	1	1	0.5	2	0	1.06	6	1.35	1.19	1.06	1	1
0.12	0.0261987	0.989658	0.0796252	1.14891	1.17511	0.0220157	0.831645	0.0125149	0.00744635	0.133824	1	1	0.5	2	0	1.12	6	1.35	1.19	1.12	1	1
0.18	0.0033059	0.904406	0.121482	1.14737	1.15068	0.00277807	0.760005	0.0330448	0.0196617	0.204172	1	1	0.5	2	0	1.18	6	1.35	1.19	1.18	1	1
0.24	0.000374452	0.818426	0.149554	1.11753	1.11791	0.000314666	0.687753	0.0605821	0.0360464	0.251351	1	1	0.5	2	0	1.24	6	1.35	1.19	1.24	1	1
0.3	3.80714e-005	0.745533	0.167081	1.07969	1.07973	3.19927e-005	0.626498	0.0926617	0.0551337	0.280808	1	1	0.5	2	0	1.3	6	1.35	1.19	1.3	1	1
0.36	3.47458e-006	0.684342	0.176985	1.03831	1.03832	2.91981e-006	0.575078	0.127465	0.0758419	0.297454	1	1	0.5	2	0	1.36	6	1.35	1.19	1.36	1	1
0.42	2.84635e-007	0.632411	0.181403	0.995217	0.995217	2.39189e-007	0.531438	0.163683	0.0973915	0.304879	1	1	0.5	2	0	1.42	6	1.35	1.19	1.42	1	1
0.48	2.09413e-008	0.587803	0.181877	0.951557	0.951557	1.75978e-008	0.493952	0.200372	0.119221	0.305675	1	1	0.5	2	0	1.48	6	1.35	1.19	1.48	1	1
0.54	1.42275e-009	0.549074	0.179534	0.908141	0.908141	1.19559e-009	0.461406	0.236856	0.14093	0.301737	1	1	0.5	2	0	1.54	6	1.35	1.19	1.54	1	1
0.6	6.04909e-011	0.515132	0.175204	0.865539	0.865539	5.08327e-011	0.432884	0.272656	0.16223	0.29446	1	1	0.5	2	0	1.6	6	1.35	1.19	1.6	1	1
0.66	6.71944e-011	0.485143	0.169505	0.824152	0.824152	5.64659e-011	0.407683	0.307435	0.182924	0.284882	1	1	0.5	2	0	1.66	6	1.35	1.19	1.66	1	1
0.72	1.6025e-010	0.458453	0.162898	0.784249	0.784249	1.34664e-010	0.385255	0.340967	0.202875	0.273779	1	1	0.5	2	0	1.72	6	1.35	1.19	1.72	1	1
0.78	7.7405e-011	0.434547	0.15573	0.746006	0.746006	6.50463e-011	0.365165	0.373104	0.221997	0.26173	1	1	0.5	2	0	1.78	6	1.35	1.19	1.78	1	1
0.84	6.77708e-010	0.41301	0.148257	0.709523	0.709523	5.69502e-010	0.347067	0.403762	0.240238	0.249171	1	1	0.5	2	0	1.84	6	1.35	1.19	1.84	1	1
0.9	2.90833e-011	0.393507	0.140672	0.674851	0.674851	2.44398e-011	0.330678	0.432898	0.257574	0.236424	1	1	0.5	2	0	1.9	6	1.35	1.19	1.9	1	1
0.96	4.92673e-012	0.375763	0.133117	0.641998	0.641998	4.14011e-012	0.315768	0.460506	0.274001	0.223727	1	1	0.5	2	0	1.96	6	1.35	1.19	1.96	1	1
1.02	-1.02439e-010	0.359551	0.125697	0.610944	0.610944	-8.60832e-011	0.302143	0.486602	0.289528	0.211255	1	1	0.5	2	0	2.02	6	1.35	1.19	2.02	1	1
1.08	-4.39585e-011	0.344679	0.118484	0.581647	0.581647	-3.69399e-011	0.289646	0.511221	0.304176	0.199133	1	1	0.5	2	0	2.08	6	1.35	1.19	2.08	1	1
1.14	-1.87787e-012	0.330989	0.111531	0.554051	0.554051	-1.57804e-012	0.278142	0.534411	0.317975	0.187447	1	1	0.5	2	0	2.14	6	1.35	1.19	2.14	1	1
1.2	9.22613e-012	0.318345	0.104872	0.528089	0.528089	7.75305e-012	0.267517	0.556228	0.330956	0.176256	1	1	0.5	2	0	2.2	6	1.35	1.19	2.2	1	1
1.26	-6.57072e-011	0.306631	0.0985281	0.503687	0.503687	-5.52161e-011	0.257673	0.576733	0.343156	0.165593	1	1	0.5	2	0	2.26	6	1.35	1.19	2.26	1	1
1.32	8.3458e-011	0.295749	0.0925102	0.480769	0.480769	7.01327e-011	0.248528	0.595992	0.354615	0.155479	1	1	0.5	2	0	2.32	6	1.35	1.19	2.32	1	1
1.38	1.47248e-011	0.285612	0.0868218	0.459256	0.459256	1.23738e-011	0.24001	0.614071	0.365372	0.145919	1	1	0.5	2	0	2.38	6	1.35	1.19	2.38	1	1
1.44	2.38548e-011	0.276148	0.0814604	0.439069	0.439069	2.00461e-011	0.232057	0.631035	0.375466	0.136908	1	1	0.5	2	0	2.44	6	1.35	1.19	2.44	1	1
1.5	6.15817e-011	0.26729	0.0764194	0.420129	0.420129	5.17493e-011	0.224614	0.64695	0.384935	0.128436	1	1	0.5	2	0	2.5	6	1.35	1.19	2.5	1	1
1.56	-7.63201e-010	0.258984	0.0716894	0.402362	0.402362	-6.41345e-010	0.217633	0.66188	0.393819	0.120486	1	1	0.5	2	0	2.56	6	1.35	1.19	2.56	1	1
1.62	-1.08968e-010	0.251177	0.0672585	0.385694	0.385694	-9.15694e-011	0.211073	0.675887	0.402153	0.113039	1	1	0.5	2	0	2.62	6	1.35	1.19	2.62	1	1
1.68	1.30743e-012	0.243828	0.0631136	0.370055	0.370055	1.09868e-012	0.204898	0.689029	0.409972	0.106073	1	1	0.5	2	0	2.68	6	1.35	1.19	2.68	1	1
1.74	4.05504e-011	0.236897	0.0592407	0.355378	0.355378	3.4076e-011	0.199073	0.701363	0.417311	0.0995642	1	1	0.5	2	0	2.74	6	1.35	1.19	2.74	1	1
1.8	2.14512e-010	0.230348	0.0556254	0.341599	0.341599	1.80262e-010	0.19357	0.712942	0.4242	0.093488	1	1	0.5	2	0	2.8	6	1.35	1.19	2.8	1	1
1.86	-5.48148e-012	0.224152	0.052253	0.328659	0.328659	-4.60628e-012	0.188363	0.723816	0.430671	0.0878202	1	1	0.5	2	0	2.86	6	1.35	1.19	2.86	1	1
1.92	9.23336e-011	0.218281	0.0491092	0.316499	0.316499	7.75913e-011	0.183429	0.734034	0.43675	0.0825365	1	1	0.5	2	0	2.92	6	1.35	1.19	2.92	1	1
1.98	4.07634e-012	0.212709	0.0461798	0.305069	0.305069	3.4255e-012	0.178747	0.74364	0.442466	0.0776131	1	1	0.5	2	0	2.98	6	1.35	1.19	2.98	1	1
2.04	4.40351e-012	0.207415	0.043451	0.294317	0.294317	3.70043e-012	0.174298	0.752675	0.447841	0.0730269	1	1	0.5	2	0	0.146984	6	1.35	1.19	0.146984	0.0496	0.0458
2.1	3.3708e-012	0.202378	0.0409097	0.284197	0.284197	2.83261e-012	0.170066	0.761179	0.452901	0.0687559	1	1	0.5	2	0	0.14996	6	1.35	1.19	0.14996	0.0496	0.0458
2.16	2.5665e-012	0.19758	0.0385434	0.274666	0.274666	2.15673e-012	0.166033	0.769188	0.457667	0.0647788	1	1	0.5	2	0	0.152936	6	1.35	1.19	0.152936	0.0496	0.0458
2.22	1.94367e-012	0.193004	0.03634	0.265684	0.265684	1.63334e-012	0.162188	0.776736	0.462158	0.0610756	1	1	0.5	2	0	0.155912	6	1.35	1.19	0.155912	0.0496	0.0458
2.28	1.46414e-012	0.188635	0.0342882	0.257211	0.257211	1.23037e-012	0.158517	0.783856	0.466394	0.0576272	1	1	0.5	2	0	0.158888	6	1.35	1.19	0.158888	0.0496	0.0458
2.34	1.09701e-012	0.184459	0.0323773	0.249214	0.249214	9.21857e-013	0.155008	0.790576	0.470393	0.0544157	1	1	0.5	2	0	0.161864	6	1.35	1.19	0.161864	0.0496	0.0458
2.4	8.17548e-013	0.180465	0.0305974	0.24166	0.24166	6.87015e-013	0.151651	0.796925	0.47417	0.0514242	1	1	0.5	2	0	0.16484	6	1.35	1.19	0.16484	0.0496	0.0458
2.46	6.06024e-013	0.176639	0.028939	0.234518	0.234518	5.09264e-013	0.148437	0.802926	0.477741	0.048637	1	1	0.5	2	0	0.167816	6	1.35	1.19	0.167816	0.0496	0.0458
2.52	4.46828e-013	0.172973	0.0273934	0.22776	0.22776	3.75486e-013	0.145355	0.808605	0.48112	0.0460393	1	1	0.5	2	0	0.170792	6	1.35	1.19	0.170792	0.0496	0.0458
2.58	3.2769e-013	0.169456	0.0259523	0.22136	0.22136	2.75369e-013	0.1424	0.813983	0.48432	0.0436174	1	1	0.5	2	0	0.173768	6	1.35	1.19	0.173768	0.0496	0.0458
2.64	2.39029e-013	0.166078	0.0246082	0.215295	0.215295	2.00865e-013	0.139562	0.81908	0.487353	0.0413583	1	1	0.5	2	0	0.176744	6	1.35	1.19	0.176744	0.0496	0.0458
2.7	1.7343e-013	0.162833	0.0233539	0.209541	0.209541	1.45739e-013	0.136835	0.823915	0.490229	0.0392503	1	1	0.5	2	0	0.17972	6	1.35	1.19	0.17972	0.0496	0.0458
2.76	1.25165e-013	0.159713	0.0221829	0.204078	0.204078	1.05181e-013	0.134212	0.828506	0.492961	0.0372822	1	1	0.5	2	0	0.182696	6	1.35	1.19	0.182696	0.0496	0.0458
2.82	8.98455e-014	0.156709	0.021089	0.198887	0.198887	7.55004e-014	0.131688	0.832868	0.495556	0.0354438	1	1	0.5	2	0	0.185672	6	1.35	1.19	0.185672	0.0496	0.0458
2.88	6.41489e-014	0.153817	0.0200667	0.19395	0.19395	5.39067e-014	0.129258	0.837017	0.498025	0.0337255	1	1	0.5	2	0	0.188648	6	1.35	1.19	0.188648	0.0496	0.0458
2.94	4.55589e-014	0.151029	0.0191105	0.18925	0.18925	3.82848e-014	0.126915	0.840966	0.500375	0.0321185	1	1	0.5	2	0	0.191624	6	1.35	1.19	0.191624	0.0496	0.0458
3	3.21815e-014	0.14834	0.0182158	0.184772	0.184772	2.70433e-014	0.124656	0.844729	0.502614	0.0306147	1	1	0.5	2	0	0.1946	6	1.35	1.19	0.1946	0.0496	0.0458
3.06	2.26057e-014	0.145746	0.0173779	0.180502	0.180502	1.89964e-014	0.122476	0.848318	0.504749	0.0292065	1	1	0.5	2	0	0.197576	6	1.35	1.19	0.197576	0.0496	0.0458
3.12	1.57988e-014	0.143241	0.0165928	0.176426	0.176426	1.32763e-014	0.12037	0.851743	0.506787	0.027887	1	1	0.5	2	0	0.200552	6	1.35	1.19	0.200552	0.0496	0.0458
3.18	1.09883e-014	0.14082	0.0158565	0.172533	0.172533	9.23388e-015	0.118336	0.855014	0.508733	0.0266497	1	1	0.5	2	0	0.203528	6	1.35	1.19	0.203528	0.0496	0.0458
3.24	7.60751e-015	0.13848	0.0151657	0.168812	0.168812	6.39287e-015	0.11637	0.858142	0.510594	0.0254886	1	1	0.5	2	0	0.206504	6	1.35	1.19	0.206504	0.0496	0.0458
3.3	5.23523e-015	0.136217	0.0145169	0.16525	0.16525	4.39935e-015	0.114468	0.861134	0.512375	0.0243982	1	1	0.5	2	0	0.20948	6	1.35	1.19	0.20948	0.0496	0.0458
3.36	3.57685e-015	0.134026	0.0139073	0.16184	0.16184	3.00575e-015	0.112627	0.864	0.51408	0.0233735	1	1	0.5	2	0	0.212456	6	1.35	1.19	0.212456	0.0496	0.0458
3.42	2.43575e-015	0.131904	0.0133339	0.158572	0.158572	2.04684e-015	0.110844	0.866746	0.515714	0.0224098	1	1	0.5	2	0	0.215432	6	1.35	1.19	0.215432	0.0496	0.0458
3.48	1.65709e-015	0.129849	0.0127942	0.155437	0.155437	1.39251e-015	0.109117	0.86938	0.517281	0.0215028	1	1	0.5	2	0	0.218408	6	1.35	1.19	0.218408	0.0496	0.0458
3.54	1.12582e-015	0.127857	0.0122858	0.152428	0.152428	9.46067e-016	0.107443	0.871909	0.518786	0.0206484	1	1	0.5	2	0	0.221384	6	1.35	1.19	0.221384	0.0496	0.0458
3.6	7.50099e-016	0.125925	0.0118066	0.149538	0.149538	6.30335e-016	0.105819	0.874338	0.520231	0.0198429	1	1	0.5	2	0	0.22436	6	1.35	1.19	0.22436	0.0496	0.0458
3.66	4.87657e-016	0.12405	0.0113544	0.146759	0.146759	4.09796e-016	0.104244	0.876673	0.52162	0.019083	1	1	0.5	2	0	0.227336	6	1.35	1.19	0.227336	0.0496	0.0458
3.72	3.25697e-016	0.122231	0.0109275	0.144086	0.144086	2.73695e-016	0.102715	0.87892	0.522957	0.0183656	1	1	0.5	2	0	0.230312	6	1.35	1.19	0.230312	0.0496	0.0458
3.78	2.39061e-016	0.120464	0.0105241	0.141512	0.141512	2.00892e-016	0.10123	0.881082	0.524244	0.0176876	1	1	0.5	2	0	0.233288	6	1.35	1.19	0.233288	0.0496	0.0458
3.84	1.9831e-016	0.118747	0.0101426	0.139032	0.139032	1.66647e-016	0.0997876	0.883166	0.525484	0.0170464	1	1	0.5	2	0	0.236264	6	1.35	1.19	0.236264	0.0496	0.0458
3.9	1.47041e-016	0.117079	0.00978151	0.136642	0.136642	1.23564e-016	0.0983856	0.885175	0.526679	0.0164395	1	1	0.5	2	0	0.23924	6	1.35	1.19	0.23924	0.0496	0.0458
3.96	3.29299e-017	0.115457	0.00943949	0.134336	0.134336	2.76722e-017	0.0970225	0.887113	0.527832	0.0158647	1	1	0.5	2	0	0.242216	6	1.35	1.19	0.242216	0.0496	0.0458
4.02	-4.25566e-017	0.113879	0.00911526	0.13211	0.13211	-3.57619e-017	0.0956967	0.888984	0.528945	0.0153198	1	1	0.5	2	0	0.249417	6	1.35	1.19	0.249417	0.26085	-0.7992
4.08	-2.67859e-017	0.112344	0.00880767	0.129959	0.129959	-2.25092e-017	0.0944065	0.890791	0.53002	0.0148028	1	1	0.5	2	0	0.265068	6	1.35	1.19	0.265068	0.26085	-0.7992
4.14	-1.63905e-017	0.110849	0.00851561	0.127881	0.127881	-1.37735e-017	0.0931508	0.892537	0.53106	0.014312	1	1	0.5	2	0	0.280719	6	1.35	1.19	0.280719	0.26085	-0.7992
4.2	-9.74822e-018	0.109394	0.00823811	0.12587	0.12587	-8.19178e-018	0.0919279	0.894227	0.532065	0.0138456	1	1	0.5	2	0	0.29637	6	1.35	1.19	0.29637	0.26085	-0.7992
4.26	-5.6381e-018	0.107977	0.00797422	0.123925	0.123925	-4.7379e-018	0.0907368	0.895861	0.533037	0.0134021	1	1	0.5	2	0	0.312021	6	1.35	1.19	0.312021	0.26085	-0.7992
4.32	-3.17165e-018	0.106596	0.0077231	0.122042	0.122042	-2.66525e-018	0.0895761	0.897444	0.533979	0.01298	1	1	0.5	2	0	0.327672	6	1.35	1.19	0.327672	0.26085	-0.7992
4.38	-1.73372e-018	0.105249	0.00748394	0.120217	0.120217	-1.45691e-018	0.0884448	0.898977	0.534891	0.012578	1	1	0.5	2	0	0.343323	6	1.35	1.19	0.343323	0.26085	-0.7992
4.44	-9.22791e-019	0.103937	0.00725601	0.118449	0.118449	-7.75454e-019	0.0873417	0.900463	0.535776	0.012195	1	1	0.5	2	0	0.358974	6	1.35	1.19	0.358974	0.26085	-0.7992
4.5	-5.03497e-019	0.102656	0.00703861	0.116733	0.116733	-4.23107e-019	0.0862657	0.901905	0.536633	0.0118296	1	1	0.5	2	0	0.374625	6	1.35	1.19	0.374625	0.26085	-0.7992
4.56	-3.14071e-019	0.101407	0.00683113	0.115069	0.115069	-2.63925e-019	0.085216	0.903303	0.537465	0.0114809	1	1	0.5	2	0	0.390276	6	1.35	1.19	0.390276	0.26085	-0.7992
4.62	-1.91317e-019	0.100188	0.00663296	0.113454	0.113454	-1.60771e-019	0.0841915	0.904661	0.538273	0.0111478	1	1	0.5	2	0	0.405927	6	1.35	1.19	0.405927	0.26085	-0.7992
4.68	-3.95341e-020	0.0989977	0.00644356	0.111885	0.111885	-3.32219e-020	0.0831913	0.905979	0.539058	0.0108295	1	1	0.5	2	0	0.421578	6	1.35	1.19	0.421578	0.26085	-0.7992
