NoName[Time]	STAT5[Concentration]	STAT5p[Concentration]	STAT5p2c[Concentration]	data1[Concentration]	data2[Concentration]	frac_v1[Concentration]	frac_v2[Concentration]	frac_v4[Concentration]	STAT5p2n[Concentration]	frac_v3[Concentration]	Cytoplasm[Volume]	Nucleus[Volume]	r1[Value]	r3[Value]	r4[Value]	D[Value]	tao[Value]	r4_0[Value]	v1_0[Value]	smooth_D[Value]	smooth_D_slope[Value]	smooth_D_offset[Value]
39.3	0.385074	0.398365	0.0807569	0.559878	0.944952	0.323591	0.33476	0.205923	0.122524	0.135726	1	1	0.5	2	1.35	0.0268306	6	1.35	1.19	0.0268306	-0.002558	0.12736
39.36	0.386329	0.397917	0.0805872	0.559091	0.945421	0.324647	0.334384	0.205529	0.12229	0.135441	1	1	0.5	2	1.35	0.0266771	6	1.35	1.19	0.0266771	-0.002558	0.12736
39.42	0.387593	0.397466	0.0804165	0.558299	0.945892	0.325709	0.334005	0.205133	0.122054	0.135154	1	1	0.5	2	1.35	0.0265236	6	1.35	1.19	0.0265236	-0.002558	0.12736
39.48	0.388865	0.397011	0.0802447	0.557501	0.946366	0.326778	0.333623	0.204734	0.121817	0.134865	1	1	0.5	2	1.35	0.0263702	6	1.35	1.19	0.0263702	-0.002558	0.12736
39.54	0.390146	0.396553	0.0800719	0.556697	0.946843	0.327854	0.333238	0.204333	0.121578	0.134575	1	1	0.5	2	1.35	0.0262167	6	1.35	1.19	0.0262167	-0.002558	0.12736
39.6	0.391435	0.396092	0.079898	0.555888	0.947323	0.328937	0.332851	0.20393	0.121338	0.134282	1	1	0.5	2	1.35	0.0260632	6	1.35	1.19	0.0260632	-0.002558	0.12736
39.66	0.392732	0.395627	0.0797231	0.555074	0.947806	0.330027	0.33246	0.203525	0.121097	0.133988	1	1	0.5	2	1.35	0.0259097	6	1.35	1.19	0.0259097	-0.002558	0.12736
39.72	0.394038	0.395159	0.079547	0.554253	0.948291	0.331125	0.332067	0.203116	0.120854	0.133692	1	1	0.5	2	1.35	0.0257562	6	1.35	1.19	0.0257562	-0.002558	0.12736
39.78	0.395353	0.394687	0.0793699	0.553427	0.94878	0.332229	0.33167	0.202706	0.12061	0.133395	1	1	0.5	2	1.35	0.0256028	6	1.35	1.19	0.0256028	-0.002558	0.12736
39.84	0.396676	0.394212	0.0791916	0.552595	0.949272	0.333341	0.331271	0.202293	0.120364	0.133095	1	1	0.5	2	1.35	0.0254493	6	1.35	1.19	0.0254493	-0.002558	0.12736
39.9	0.398008	0.393733	0.0790123	0.551758	0.949766	0.334461	0.330868	0.201877	0.120117	0.132794	1	1	0.5	2	1.35	0.0252958	6	1.35	1.19	0.0252958	-0.002558	0.12736
39.96	0.39935	0.39325	0.0788318	0.550914	0.950264	0.335588	0.330463	0.201459	0.119868	0.13249	1	1	0.5	2	1.35	0.0251423	6	1.35	1.19	0.0251423	-0.002558	0.12736
40.02	0.400697	0.392767	0.0786502	0.550067	0.950764	0.33672	0.330056	0.201039	0.119618	0.132185	1	1	0.5	2	1.35	0.0250132	6	1.35	1.19	0.0250132	-0.001341	0.07868
40.08	0.402013	0.392318	0.0784683	0.549255	0.951268	0.337826	0.329679	0.200615	0.119366	0.131879	1	1	0.5	2	1.35	0.0249327	6	1.35	1.19	0.0249327	-0.001341	0.07868
40.14	0.403288	0.39191	0.078288	0.548485	0.951774	0.338898	0.329336	0.20019	0.119113	0.131576	1	1	0.5	2	1.35	0.0248523	6	1.35	1.19	0.0248523	-0.001341	0.07868
40.2	0.404525	0.391535	0.0781107	0.547757	0.952282	0.339937	0.329021	0.199763	0.118859	0.131279	1	1	0.5	2	1.35	0.0247718	6	1.35	1.19	0.0247718	-0.001341	0.07868
40.26	0.405724	0.391191	0.0779377	0.547066	0.952791	0.340945	0.328732	0.199336	0.118605	0.130988	1	1	0.5	2	1.35	0.0246913	6	1.35	1.19	0.0246913	-0.001341	0.07868
40.32	0.406889	0.390871	0.0777695	0.54641	0.953299	0.341924	0.328463	0.198908	0.11835	0.130705	1	1	0.5	2	1.35	0.0246109	6	1.35	1.19	0.0246109	-0.001341	0.07868
40.38	0.408021	0.390572	0.0776067	0.545786	0.953806	0.342874	0.328212	0.198482	0.118097	0.130432	1	1	0.5	2	1.35	0.0245304	6	1.35	1.19	0.0245304	-0.001341	0.07868
40.44	0.409121	0.390291	0.0774496	0.54519	0.954311	0.343799	0.327976	0.198058	0.117845	0.130167	1	1	0.5	2	1.35	0.02445	6	1.35	1.19	0.02445	-0.001341	0.07868
40.5	0.410192	0.390024	0.0772981	0.54462	0.954812	0.344699	0.327751	0.197637	0.117594	0.129913	1	1	0.5	2	1.35	0.0243695	6	1.35	1.19	0.0243695	-0.001341	0.07868
40.56	0.411236	0.389768	0.0771522	0.544072	0.955308	0.345576	0.327536	0.19722	0.117346	0.129668	1	1	0.5	2	1.35	0.024289	6	1.35	1.19	0.024289	-0.001341	0.07868
40.62	0.412254	0.389521	0.0770118	0.543545	0.955799	0.346432	0.327329	0.196808	0.117101	0.129432	1	1	0.5	2	1.35	0.0242086	6	1.35	1.19	0.0242086	-0.001341	0.07868
40.68	0.413249	0.389281	0.0768765	0.543034	0.956283	0.347268	0.327127	0.196401	0.116859	0.129204	1	1	0.5	2	1.35	0.0241281	6	1.35	1.19	0.0241281	-0.001341	0.07868
40.74	0.414222	0.389046	0.0767461	0.542538	0.95676	0.348085	0.32693	0.196	0.11662	0.128985	1	1	0.5	2	1.35	0.0240477	6	1.35	1.19	0.0240477	-0.001341	0.07868
40.8	0.415174	0.388815	0.0766201	0.542055	0.957229	0.348886	0.326735	0.195606	0.116385	0.128773	1	1	0.5	2	1.35	0.0239672	6	1.35	1.19	0.0239672	-0.001341	0.07868
40.86	0.416109	0.388585	0.0764983	0.541582	0.957691	0.349671	0.326542	0.195218	0.116155	0.128569	1	1	0.5	2	1.35	0.0238867	6	1.35	1.19	0.0238867	-0.001341	0.07868
40.92	0.417027	0.388357	0.0763802	0.541117	0.958144	0.350443	0.32635	0.194837	0.115928	0.12837	1	1	0.5	2	1.35	0.0238063	6	1.35	1.19	0.0238063	-0.001341	0.07868
40.98	0.41793	0.388128	0.0762655	0.540659	0.958589	0.351202	0.326158	0.194463	0.115705	0.128177	1	1	0.5	2	1.35	0.0237258	6	1.35	1.19	0.0237258	-0.001341	0.07868
41.04	0.418819	0.387899	0.0761536	0.540206	0.959025	0.351949	0.325965	0.194096	0.115487	0.127989	1	1	0.5	2	1.35	0.0236454	6	1.35	1.19	0.0236454	-0.001341	0.07868
41.1	0.419697	0.387668	0.0760443	0.539756	0.959453	0.352686	0.325771	0.193737	0.115273	0.127806	1	1	0.5	2	1.35	0.0235649	6	1.35	1.19	0.0235649	-0.001341	0.07868
41.16	0.420564	0.387434	0.0759372	0.539309	0.959873	0.353415	0.325575	0.193384	0.115064	0.127626	1	1	0.5	2	1.35	0.0234844	6	1.35	1.19	0.0234844	-0.001341	0.07868
41.22	0.421422	0.387198	0.0758319	0.538862	0.960284	0.354136	0.325377	0.193039	0.114858	0.127449	1	1	0.5	2	1.35	0.023404	6	1.35	1.19	0.023404	-0.001341	0.07868
41.28	0.422272	0.386959	0.0757282	0.538416	0.960687	0.35485	0.325176	0.1927	0.114656	0.127274	1	1	0.5	2	1.35	0.0233235	6	1.35	1.19	0.0233235	-0.001341	0.07868
41.34	0.423115	0.386717	0.0756256	0.537968	0.961083	0.355559	0.324972	0.192367	0.114458	0.127102	1	1	0.5	2	1.35	0.0232431	6	1.35	1.19	0.0232431	-0.001341	0.07868
41.4	0.423952	0.386471	0.0755239	0.537519	0.961472	0.356263	0.324766	0.19204	0.114264	0.126931	1	1	0.5	2	1.35	0.0231626	6	1.35	1.19	0.0231626	-0.001341	0.07868
41.46	0.424785	0.386222	0.075423	0.537068	0.961853	0.356963	0.324556	0.19172	0.114073	0.126761	1	1	0.5	2	1.35	0.0230821	6	1.35	1.19	0.0230821	-0.001341	0.07868
41.52	0.425615	0.385969	0.0753225	0.536614	0.962229	0.357659	0.324344	0.191404	0.113886	0.126592	1	1	0.5	2	1.35	0.0230017	6	1.35	1.19	0.0230017	-0.001341	0.07868
41.58	0.426441	0.385712	0.0752222	0.536157	0.962598	0.358354	0.324128	0.191094	0.113701	0.126424	1	1	0.5	2	1.35	0.0229212	6	1.35	1.19	0.0229212	-0.001341	0.07868
41.64	0.427266	0.385452	0.075122	0.535696	0.962961	0.359047	0.323909	0.190789	0.113519	0.126255	1	1	0.5	2	1.35	0.0228408	6	1.35	1.19	0.0228408	-0.001341	0.07868
41.7	0.428089	0.385187	0.0750216	0.535231	0.96332	0.359739	0.323687	0.190488	0.11334	0.126087	1	1	0.5	2	1.35	0.0227603	6	1.35	1.19	0.0227603	-0.001341	0.07868
41.76	0.428912	0.384919	0.074921	0.534762	0.963673	0.36043	0.323462	0.190191	0.113163	0.125918	1	1	0.5	2	1.35	0.0226798	6	1.35	1.19	0.0226798	-0.001341	0.07868
41.82	0.429735	0.384648	0.0748201	0.534288	0.964023	0.361121	0.323234	0.189897	0.112989	0.125748	1	1	0.5	2	1.35	0.0225994	6	1.35	1.19	0.0225994	-0.001341	0.07868
41.88	0.430558	0.384373	0.0747187	0.53381	0.964368	0.361813	0.323002	0.189607	0.112816	0.125578	1	1	0.5	2	1.35	0.0225189	6	1.35	1.19	0.0225189	-0.001341	0.07868
41.94	0.431383	0.384094	0.0746167	0.533328	0.96471	0.362506	0.322768	0.189319	0.112645	0.125406	1	1	0.5	2	1.35	0.0224385	6	1.35	1.19	0.0224385	-0.001341	0.07868
42	0.432209	0.383812	0.0745141	0.532841	0.965049	0.363201	0.322531	0.189034	0.112475	0.125234	1	1	0.5	2	1.35	0.022358	6	1.35	1.19	0.022358	-0.001341	0.07868
42.06	0.433037	0.383527	0.0744107	0.532349	0.965386	0.363896	0.322292	0.188752	0.112307	0.12506	1	1	0.5	2	1.35	0.0222775	6	1.35	1.19	0.0222775	-0.001341	0.07868
42.12	0.433867	0.383239	0.0743067	0.531853	0.96572	0.364594	0.32205	0.188471	0.11214	0.124885	1	1	0.5	2	1.35	0.0221971	6	1.35	1.19	0.0221971	-0.001341	0.07868
42.18	0.4347	0.382948	0.0742018	0.531352	0.966052	0.365294	0.321805	0.188192	0.111974	0.124709	1	1	0.5	2	1.35	0.0221166	6	1.35	1.19	0.0221166	-0.001341	0.07868
42.24	0.435536	0.382654	0.0740961	0.530846	0.966383	0.365997	0.321558	0.187914	0.111809	0.124531	1	1	0.5	2	1.35	0.0220362	6	1.35	1.19	0.0220362	-0.001341	0.07868
42.3	0.436375	0.382358	0.0739896	0.530337	0.966712	0.366702	0.321309	0.187637	0.111644	0.124352	1	1	0.5	2	1.35	0.0219557	6	1.35	1.19	0.0219557	-0.001341	0.07868
42.36	0.437217	0.382058	0.0738823	0.529823	0.96704	0.36741	0.321057	0.187361	0.11148	0.124172	1	1	0.5	2	1.35	0.0218752	6	1.35	1.19	0.0218752	-0.001341	0.07868
42.42	0.438063	0.381756	0.0737741	0.529305	0.967368	0.36812	0.320804	0.187086	0.111316	0.12399	1	1	0.5	2	1.35	0.0217948	6	1.35	1.19	0.0217948	-0.001341	0.07868
42.48	0.438913	0.381452	0.0736651	0.528782	0.967695	0.368834	0.320548	0.186811	0.111152	0.123807	1	1	0.5	2	1.35	0.0217143	6	1.35	1.19	0.0217143	-0.001341	0.07868
42.54	0.439766	0.381146	0.0735552	0.528256	0.968022	0.369552	0.32029	0.186536	0.110989	0.123622	1	1	0.5	2	1.35	0.0216339	6	1.35	1.19	0.0216339	-0.001341	0.07868
42.6	0.440624	0.380837	0.0734445	0.527726	0.968349	0.370272	0.320031	0.186261	0.110825	0.123436	1	1	0.5	2	1.35	0.0215534	6	1.35	1.19	0.0215534	-0.001341	0.07868
42.66	0.441485	0.380526	0.0733329	0.527192	0.968676	0.370996	0.31977	0.185986	0.110662	0.123249	1	1	0.5	2	1.35	0.0214729	6	1.35	1.19	0.0214729	-0.001341	0.07868
42.72	0.44235	0.380213	0.0732205	0.526654	0.969004	0.371723	0.319506	0.185711	0.110498	0.12306	1	1	0.5	2	1.35	0.0213925	6	1.35	1.19	0.0213925	-0.001341	0.07868
42.78	0.44322	0.379898	0.0731074	0.526112	0.969332	0.372453	0.319242	0.185435	0.110334	0.12287	1	1	0.5	2	1.35	0.021312	6	1.35	1.19	0.021312	-0.001341	0.07868
42.84	0.444093	0.379581	0.0729934	0.525568	0.969661	0.373187	0.318975	0.185159	0.11017	0.122678	1	1	0.5	2	1.35	0.0212316	6	1.35	1.19	0.0212316	-0.001341	0.07868
42.9	0.444971	0.379262	0.0728787	0.525019	0.96999	0.373925	0.318707	0.184882	0.110005	0.122485	1	1	0.5	2	1.35	0.0211511	6	1.35	1.19	0.0211511	-0.001341	0.07868
42.96	0.445853	0.378941	0.0727633	0.524468	0.97032	0.374666	0.318438	0.184605	0.10984	0.122291	1	1	0.5	2	1.35	0.0210706	6	1.35	1.19	0.0210706	-0.001341	0.07868
43.02	0.446739	0.378619	0.0726471	0.523913	0.970652	0.375411	0.318167	0.184326	0.109674	0.122096	1	1	0.5	2	1.35	0.0209902	6	1.35	1.19	0.0209902	-0.001341	0.07868
43.08	0.44763	0.378294	0.0725302	0.523355	0.970984	0.376159	0.317894	0.184047	0.109508	0.1219	1	1	0.5	2	1.35	0.0209097	6	1.35	1.19	0.0209097	-0.001341	0.07868
43.14	0.448524	0.377968	0.0724126	0.522794	0.971318	0.376911	0.31762	0.183766	0.109341	0.121702	1	1	0.5	2	1.35	0.0208293	6	1.35	1.19	0.0208293	-0.001341	0.07868
43.2	0.449423	0.377641	0.0722944	0.522229	0.971653	0.377667	0.317345	0.183485	0.109174	0.121503	1	1	0.5	2	1.35	0.0207488	6	1.35	1.19	0.0207488	-0.001341	0.07868
43.26	0.450327	0.377311	0.0721755	0.521662	0.971989	0.378426	0.317068	0.183203	0.109006	0.121303	1	1	0.5	2	1.35	0.0206683	6	1.35	1.19	0.0206683	-0.001341	0.07868
43.32	0.451234	0.37698	0.0720559	0.521092	0.972326	0.379188	0.31679	0.182919	0.108837	0.121102	1	1	0.5	2	1.35	0.0205879	6	1.35	1.19	0.0205879	-0.001341	0.07868
43.38	0.452146	0.376648	0.0719358	0.520519	0.972665	0.379955	0.316511	0.182634	0.108667	0.1209	1	1	0.5	2	1.35	0.0205074	6	1.35	1.19	0.0205074	-0.001341	0.07868
43.44	0.453062	0.376314	0.071815	0.519943	0.973005	0.380724	0.31623	0.182348	0.108497	0.120697	1	1	0.5	2	1.35	0.020427	6	1.35	1.19	0.020427	-0.001341	0.07868
43.5	0.453982	0.375978	0.0716936	0.519365	0.973347	0.381498	0.315948	0.182061	0.108326	0.120493	1	1	0.5	2	1.35	0.0203465	6	1.35	1.19	0.0203465	-0.001341	0.07868
43.56	0.454907	0.37564	0.0715716	0.518784	0.97369	0.382275	0.315664	0.181773	0.108155	0.120288	1	1	0.5	2	1.35	0.020266	6	1.35	1.19	0.020266	-0.001341	0.07868
43.62	0.455835	0.375301	0.0714491	0.518199	0.974035	0.383055	0.315379	0.181483	0.107983	0.120083	1	1	0.5	2	1.35	0.0201856	6	1.35	1.19	0.0201856	-0.001341	0.07868
43.68	0.456768	0.374961	0.071326	0.517613	0.974381	0.383839	0.315093	0.181192	0.107809	0.119876	1	1	0.5	2	1.35	0.0201051	6	1.35	1.19	0.0201051	-0.001341	0.07868
43.74	0.457705	0.374619	0.0712023	0.517023	0.974729	0.384626	0.314806	0.1809	0.107636	0.119668	1	1	0.5	2	1.35	0.0200247	6	1.35	1.19	0.0200247	-0.001341	0.07868
43.8	0.458647	0.374275	0.0710781	0.516431	0.975078	0.385418	0.314517	0.180607	0.107461	0.119459	1	1	0.5	2	1.35	0.0199442	6	1.35	1.19	0.0199442	-0.001341	0.07868
43.86	0.459592	0.373929	0.0709534	0.515836	0.975429	0.386212	0.314226	0.180312	0.107286	0.119249	1	1	0.5	2	1.35	0.0198637	6	1.35	1.19	0.0198637	-0.001341	0.07868
43.92	0.460542	0.373582	0.0708281	0.515239	0.975781	0.38701	0.313935	0.180016	0.10711	0.119039	1	1	0.5	2	1.35	0.0197833	6	1.35	1.19	0.0197833	-0.001341	0.07868
43.98	0.461496	0.373234	0.0707023	0.514638	0.976135	0.387812	0.313642	0.179719	0.106933	0.118827	1	1	0.5	2	1.35	0.0197028	6	1.35	1.19	0.0197028	-0.001341	0.07868
44.04	0.462454	0.372884	0.070576	0.514036	0.97649	0.388617	0.313348	0.17942	0.106755	0.118615	1	1	0.5	2	1.35	0.0196224	6	1.35	1.19	0.0196224	-0.001341	0.07868
44.1	0.463417	0.372532	0.0704491	0.51343	0.976847	0.389426	0.313052	0.17912	0.106577	0.118402	1	1	0.5	2	1.35	0.0195419	6	1.35	1.19	0.0195419	-0.001341	0.07868
44.16	0.464383	0.372178	0.0703218	0.512822	0.977205	0.390238	0.312755	0.178819	0.106397	0.118188	1	1	0.5	2	1.35	0.0194614	6	1.35	1.19	0.0194614	-0.001341	0.07868
44.22	0.465354	0.371823	0.0701939	0.512211	0.977565	0.391054	0.312456	0.178517	0.106217	0.117973	1	1	0.5	2	1.35	0.019381	6	1.35	1.19	0.019381	-0.001341	0.07868
44.28	0.466329	0.371466	0.0700655	0.511597	0.977927	0.391873	0.312156	0.178213	0.106037	0.117757	1	1	0.5	2	1.35	0.0193005	6	1.35	1.19	0.0193005	-0.001341	0.07868
44.34	0.467309	0.371108	0.0699366	0.510981	0.97829	0.392696	0.311855	0.177908	0.105855	0.117541	1	1	0.5	2	1.35	0.0192201	6	1.35	1.19	0.0192201	-0.001341	0.07868
44.4	0.468292	0.370747	0.0698072	0.510362	0.978654	0.393523	0.311552	0.177602	0.105673	0.117323	1	1	0.5	2	1.35	0.0191396	6	1.35	1.19	0.0191396	-0.001341	0.07868
44.46	0.46928	0.370385	0.0696773	0.50974	0.97902	0.394353	0.311248	0.177294	0.10549	0.117105	1	1	0.5	2	1.35	0.0190591	6	1.35	1.19	0.0190591	-0.001341	0.07868
44.52	0.470272	0.370021	0.0695469	0.509115	0.979388	0.395187	0.310942	0.176985	0.105306	0.116886	1	1	0.5	2	1.35	0.0189787	6	1.35	1.19	0.0189787	-0.001341	0.07868
44.58	0.471269	0.369656	0.069416	0.508488	0.979757	0.396024	0.310635	0.176675	0.105122	0.116665	1	1	0.5	2	1.35	0.0188982	6	1.35	1.19	0.0188982	-0.001341	0.07868
44.64	0.47227	0.369289	0.0692845	0.507858	0.980127	0.396865	0.310327	0.176363	0.104936	0.116445	1	1	0.5	2	1.35	0.0188178	6	1.35	1.19	0.0188178	-0.001341	0.07868
44.7	0.473275	0.36892	0.0691526	0.507225	0.9805	0.39771	0.310016	0.176051	0.10475	0.116223	1	1	0.5	2	1.35	0.0187373	6	1.35	1.19	0.0187373	-0.001341	0.07868
44.76	0.474284	0.368549	0.0690201	0.506589	0.980873	0.398558	0.309705	0.175737	0.104563	0.116	1	1	0.5	2	1.35	0.0186568	6	1.35	1.19	0.0186568	-0.001341	0.07868
44.82	0.475298	0.368176	0.0688871	0.50595	0.981248	0.39941	0.309392	0.175421	0.104376	0.115777	1	1	0.5	2	1.35	0.0185764	6	1.35	1.19	0.0185764	-0.001341	0.07868
44.88	0.476317	0.367801	0.0687536	0.505309	0.981625	0.400266	0.309077	0.175105	0.104187	0.115552	1	1	0.5	2	1.35	0.0184959	6	1.35	1.19	0.0184959	-0.001341	0.07868
44.94	0.477339	0.367425	0.0686196	0.504664	0.982003	0.401125	0.30876	0.174787	0.103998	0.115327	1	1	0.5	2	1.35	0.0184155	6	1.35	1.19	0.0184155	-0.001341	0.07868
45	0.478367	0.367047	0.068485	0.504017	0.982383	0.401989	0.308443	0.174468	0.103808	0.115101	1	1	0.5	2	1.35	0.018335	6	1.35	1.19	0.018335	-0.001341	0.07868
45.06	0.479398	0.366666	0.06835	0.503366	0.982765	0.402856	0.308123	0.174147	0.103618	0.114874	1	1	0.5	2	1.35	0.0182545	6	1.35	1.19	0.0182545	-0.001341	0.07868
45.12	0.480434	0.366284	0.0682144	0.502713	0.983147	0.403726	0.307802	0.173826	0.103426	0.114646	1	1	0.5	2	1.35	0.0181741	6	1.35	1.19	0.0181741	-0.001341	0.07868
45.18	0.481475	0.3659	0.0680782	0.502057	0.983532	0.404601	0.307479	0.173503	0.103234	0.114417	1	1	0.5	2	1.35	0.0180936	6	1.35	1.19	0.0180936	-0.001341	0.07868
45.24	0.48252	0.365514	0.0679415	0.501397	0.983918	0.405479	0.307155	0.173178	0.103041	0.114187	1	1	0.5	2	1.35	0.0180132	6	1.35	1.19	0.0180132	-0.001341	0.07868
45.3	0.48357	0.365126	0.0678043	0.500735	0.984305	0.406362	0.306829	0.172853	0.102847	0.113957	1	1	0.5	2	1.35	0.0179327	6	1.35	1.19	0.0179327	-0.001341	0.07868
45.36	0.484625	0.364736	0.0676666	0.500069	0.984694	0.407248	0.306501	0.172526	0.102653	0.113725	1	1	0.5	2	1.35	0.0178522	6	1.35	1.19	0.0178522	-0.001341	0.07868
45.42	0.485684	0.364344	0.0675283	0.499401	0.985085	0.408138	0.306172	0.172198	0.102458	0.113493	1	1	0.5	2	1.35	0.0177718	6	1.35	1.19	0.0177718	-0.001341	0.07868
45.48	0.486748	0.36395	0.0673894	0.498729	0.985477	0.409032	0.305841	0.171868	0.102262	0.113259	1	1	0.5	2	1.35	0.0176913	6	1.35	1.19	0.0176913	-0.001341	0.07868
45.54	0.487816	0.363554	0.06725	0.498054	0.985871	0.40993	0.305508	0.171537	0.102065	0.113025	1	1	0.5	2	1.35	0.0176109	6	1.35	1.19	0.0176109	-0.001341	0.07868
45.6	0.48889	0.363156	0.06711	0.497376	0.986266	0.410832	0.305173	0.171205	0.101867	0.11279	1	1	0.5	2	1.35	0.0175304	6	1.35	1.19	0.0175304	-0.001341	0.07868
45.66	0.489968	0.362756	0.0669695	0.496695	0.986663	0.411738	0.304837	0.170872	0.101669	0.112554	1	1	0.5	2	1.35	0.0174499	6	1.35	1.19	0.0174499	-0.001341	0.07868
45.72	0.491051	0.362354	0.0668284	0.496011	0.987061	0.412648	0.304499	0.170537	0.101469	0.112317	1	1	0.5	2	1.35	0.0173695	6	1.35	1.19	0.0173695	-0.001341	0.07868
45.78	0.492138	0.361949	0.0666867	0.495323	0.987461	0.413562	0.304159	0.170201	0.101269	0.112078	1	1	0.5	2	1.35	0.017289	6	1.35	1.19	0.017289	-0.001341	0.07868
45.84	0.493231	0.361543	0.0665445	0.494632	0.987863	0.41448	0.303818	0.169863	0.101069	0.111839	1	1	0.5	2	1.35	0.0172086	6	1.35	1.19	0.0172086	-0.001341	0.07868
45.9	0.494329	0.361134	0.0664016	0.493938	0.988266	0.415402	0.303474	0.169524	0.100867	0.111599	1	1	0.5	2	1.35	0.0171281	6	1.35	1.19	0.0171281	-0.001341	0.07868
45.96	0.495431	0.360724	0.0662582	0.49324	0.988671	0.416329	0.303129	0.169184	0.100665	0.111358	1	1	0.5	2	1.35	0.0170476	6	1.35	1.19	0.0170476	-0.001341	0.07868
46.02	0.496538	0.360311	0.0661142	0.492539	0.989077	0.417259	0.302782	0.168842	0.100461	0.111116	1	1	0.5	2	1.35	0.0169672	6	1.35	1.19	0.0169672	-0.001341	0.07868
46.08	0.497651	0.359895	0.0659696	0.491835	0.989486	0.418194	0.302433	0.1685	0.100257	0.110873	1	1	0.5	2	1.35	0.0168867	6	1.35	1.19	0.0168867	-0.001341	0.07868
46.14	0.498769	0.359478	0.0658245	0.491127	0.989895	0.419133	0.302082	0.168155	0.100052	0.110629	1	1	0.5	2	1.35	0.0168063	6	1.35	1.19	0.0168063	-0.001341	0.07868
46.2	0.499891	0.359058	0.0656787	0.490416	0.990307	0.420077	0.30173	0.167809	0.0998466	0.110384	1	1	0.5	2	1.35	0.0167258	6	1.35	1.19	0.0167258	-0.001341	0.07868
46.26	0.501019	0.358636	0.0655323	0.489701	0.99072	0.421024	0.301375	0.167462	0.0996401	0.110138	1	1	0.5	2	1.35	0.0166453	6	1.35	1.19	0.0166453	-0.001341	0.07868
46.32	0.502152	0.358212	0.0653853	0.488983	0.991135	0.421976	0.301019	0.167114	0.0994327	0.109891	1	1	0.5	2	1.35	0.0165649	6	1.35	1.19	0.0165649	-0.001341	0.07868
46.38	0.50329	0.357786	0.0652377	0.488261	0.991551	0.422933	0.30066	0.166764	0.0992244	0.109643	1	1	0.5	2	1.35	0.0164844	6	1.35	1.19	0.0164844	-0.001341	0.07868
46.44	0.504433	0.357357	0.0650895	0.487536	0.991969	0.423894	0.3003	0.166412	0.0990154	0.109394	1	1	0.5	2	1.35	0.016404	6	1.35	1.19	0.016404	-0.001341	0.07868
46.5	0.505582	0.356926	0.0649407	0.486807	0.992389	0.424859	0.299937	0.16606	0.0988054	0.109144	1	1	0.5	2	1.35	0.0163235	6	1.35	1.19	0.0163235	-0.001341	0.07868
46.56	0.506736	0.356492	0.0647913	0.486075	0.992811	0.425829	0.299573	0.165705	0.0985947	0.108893	1	1	0.5	2	1.35	0.016243	6	1.35	1.19	0.016243	-0.001341	0.07868
46.62	0.507895	0.356056	0.0646412	0.485339	0.993234	0.426803	0.299207	0.16535	0.098383	0.108641	1	1	0.5	2	1.35	0.0161626	6	1.35	1.19	0.0161626	-0.001341	0.07868
46.68	0.50906	0.355618	0.0644905	0.484599	0.993659	0.427782	0.298839	0.164992	0.0981705	0.108387	1	1	0.5	2	1.35	0.0160821	6	1.35	1.19	0.0160821	-0.001341	0.07868
46.74	0.51023	0.355177	0.0643392	0.483855	0.994086	0.428765	0.298468	0.164634	0.0979571	0.108133	1	1	0.5	2	1.35	0.0160017	6	1.35	1.19	0.0160017	-0.001341	0.07868
46.8	0.511406	0.354734	0.0641872	0.483108	0.994514	0.429753	0.298096	0.164274	0.0977428	0.107878	1	1	0.5	2	1.35	0.0159212	6	1.35	1.19	0.0159212	-0.001341	0.07868
46.86	0.512587	0.354288	0.0640346	0.482358	0.994945	0.430745	0.297721	0.163912	0.0975277	0.107621	1	1	0.5	2	1.35	0.0158407	6	1.35	1.19	0.0158407	-0.001341	0.07868
46.92	0.513774	0.35384	0.0638813	0.481603	0.995377	0.431743	0.297345	0.163549	0.0973117	0.107364	1	1	0.5	2	1.35	0.0157603	6	1.35	1.19	0.0157603	-0.001341	0.07868
46.98	0.514966	0.35339	0.0637274	0.480844	0.995811	0.432745	0.296966	0.163184	0.0970947	0.107105	1	1	0.5	2	1.35	0.0156798	6	1.35	1.19	0.0156798	-0.001341	0.07868
47.04	0.516164	0.352936	0.0635728	0.480082	0.996246	0.433751	0.296585	0.162818	0.0968769	0.106845	1	1	0.5	2	1.35	0.0155994	6	1.35	1.19	0.0155994	-0.001341	0.07868
47.1	0.517368	0.352481	0.0634176	0.479316	0.996684	0.434763	0.296202	0.162451	0.0966581	0.106584	1	1	0.5	2	1.35	0.0155189	6	1.35	1.19	0.0155189	-0.001341	0.07868
47.16	0.518577	0.352023	0.0632617	0.478546	0.997123	0.435779	0.295817	0.162082	0.0964385	0.106322	1	1	0.5	2	1.35	0.0154384	6	1.35	1.19	0.0154384	-0.001341	0.07868
47.22	0.519792	0.351562	0.0631052	0.477772	0.997564	0.4368	0.29543	0.161711	0.0962179	0.106059	1	1	0.5	2	1.35	0.015358	6	1.35	1.19	0.015358	-0.001341	0.07868
47.28	0.521013	0.351098	0.062948	0.476994	0.998007	0.437826	0.295041	0.161339	0.0959964	0.105795	1	1	0.5	2	1.35	0.0152775	6	1.35	1.19	0.0152775	-0.001341	0.07868
47.34	0.52224	0.350632	0.0627901	0.476212	0.998452	0.438857	0.294649	0.160965	0.095774	0.10553	1	1	0.5	2	1.35	0.0151971	6	1.35	1.19	0.0151971	-0.001341	0.07868
